1,2,3,4,5,6
0.00,0.01,0.01,0.01,0.02,0.02
0.00,0.01,0.01,0.01,0.02,0.02
0.00,0.01,0.01,0.01,0.02,0.02
0.00,0.01,0.01,0.01,0.02,0.02
0.00,0.01,0.01,0.01,0.02,0.02
